Deal Registration: Deal Registration Name,Deal Registration: Created Date,Opportunity Owner,Inside Sales Rep,Sales Territory,Account Name,Billing Country,Partner Account,Opportunity Type,Stage,Amount (converted),Close Date
DR-1743,07 Jul 2025,Lukas Brandt,Tobias Frank,dach pod,Account 143 Holdings,Austria,TD Synnex,New Business,7 - Closed Won,"$197,000",2026-01-05
DR-2337,2026-04-05,Katharina Vogel,Lena Wirth,dach pod,Account 337 AB,Austria,Bechtle AG,Existing Business - Renewal,3 - Discovery,,2026-10-10
DR-1362,11 Feb 2025,Sofia Almeida,Chiara Bruno,Iberia,Account 162 SAS,Portugal,SHI EMEA,New Business,7 - Closed Won,68000,2025-08-16
DR-2518,11/06/2026,Katharina Vogel,Tobias Frank,EMEA - DACH - Enterprise,Account 118 SAS,Switzerland,Bechtle AG,New Logo,2 - Approved,"$150,000",2026-08-20
DR-1981,18/11/2025,Marco Ferrari,Chiara Bruno,Southern Europe,Account 381 GmbH,Portugal,Northbridge Data,New Logo,1 - Submitted,57000,2026-05-03
DR-1971,04/11/2025,Julien Marchand,,EMEA - Southern Europe,Account 371 SAS,Italy,SHI EMEA,New Logo,0 - Closed Lost,"$74,000",2026-01-23
DR-2005,07/11/2025,Katharina Vogel,,,Account 005 Group,Austria,Computacenter,New Logo,3 - Discovery,"EUR 165,000.00",2026-03-02
DR-1903,2025-10-17,Julien Marchand,Paulo Neves,EMEA - Southern Europe,Account 303 GmbH,Portugal,Bechtle AG,New Business,6 - Negotiation,"EUR 63,000.00",2026-04-15
DR-1502,14/04/2025,Tom Whitfield,Mollie Shaw,EMEA - UKI & Nordics - Commercial,Account 302 Holdings,Denmark,Computacenter,New Business,7 - Closed Won,,2025-07-25
DR-1378,03 Feb 2025,Lukas Brandt,Lena Wirth,EMEA - DACH - Enterprise,Account 178 Ltd,Germany,TD Synnex,New Business,,30000,2025-07-16
DR-1263,2025-01-13,Sigrid Halvorsen,Mollie Shaw,UKI/Nordics,Account 063 AB,Denmark,Softcat,New Business,Expired,"$197,000",2025-07-22
DR-1233,2024-12-28,Sofia Almeida,Paulo Neves,EMEA - Other,Account 033 SpA,Greece,Ingram Micro,New Business,0 - Closed Lost,"EUR 150,000.00",2025-03-11
DR-1251,2024-12-15,Lukas Brandt,Tobias Frank,EMEA - DACH - Enterprise,Account 051 AB,Germany,Softcat,New Business,7 - Closed Won,136000,2025-03-19
DR-2474,12/06/2026,Tom Whitfield,,UKI/Nordics,Account 074 Group,Ireland,Computacenter,New Logo,4 - Technical Validation,"$93,000",2026-12-17
DR-1964,21/11/2025,Tom Whitfield,Mollie Shaw,UKI & Nordics,Account 364 Group,Finland,TD Synnex,New Logo,Expired,"$154,000",2026-02-24
DR-2181,2026-02-07,Lukas Brandt,Lena Wirth,DACH,Account 181 SAS,Switzerland,Cancom,Add-On,2 - Approved,130000,2026-03-05
DR-2634,2025-11-28,Deal Reg Queue,,Southern Europe,Queued Account 020,Germany,Ingram Micro,New Business,1 - Submitted,,
DR-2511,20/06/2026,Katharina Vogel,Tobias Frank,EMEA - DACH - Enterprise,Account 111 SpA,Switzerland,Bechtle AG,Add-On,6 - Negotiation,"EUR 61,000.00",2026-12-04
DR-1085,2024-10-16,Niamh O'Connor,Dan Eriksen,UKI & Nordics,Account 285 GmbH,Sweden,Computacenter,New Business,7 - Closed Won,"EUR 129,000.00",2025-04-05
DR-1794,2025-08-01,Lukas Brandt,Tobias Frank,DACH,Account 194 Holdings,Switzerland,Ingram Micro,New Business,7 - Closed Won,"EUR 157,000.00",2025-11-26
DR-1057,19/09/2024,Katharina Vogel,,,Account 257 SpA,Germany,TD Synnex,New Business,0 - Closed Lost,"$132,000",2025-02-03
DR-1042,07/09/2024,Elena Castells,,EMEA - Southern Europe,Account 242 Group,France,Northbridge Data,Renewal,0 - Closed Lost,"$106,000",2025-01-20
DR-2411,09 May 2026,Katharina Vogel,Tobias Frank,dach pod,Account 011 SpA,Germany,Computacenter,Existing Business - Renewal,5 - Proposal,"$63,000",2026-10-09
DR-2024,18 Dec 2025,Tom Whitfield,Dan Eriksen,Nordics,Account 024 Ltd,Norway,Bechtle AG,Existing Business - Renewal,7 - Closed Won,"EUR 172,000.00",2026-03-26
DR-2533,2026-07-01,Callum Reid,Mollie Shaw,UKI/Nordics,Account 133 SpA,Norway,Computacenter,New Logo,6 - Negotiation,"$169,000",2026-08-08
DR-1521,22/04/2025,Elena Castells,Paulo Neves,EMEA - Southern Europe,Account 321 Holdings,France,Cancom,Renewal,0 - Closed Lost,35000,2025-08-04
DR-1829,2025-09-03,Sofia Almeida,Chiara Bruno,Southern Europe,Account 229 AB,Israel,Arrow ECS,Existing Business - Renewal,7 - Closed Won,179000,2025-10-19
DR-2138,2026-02-10,Tom Whitfield,Priya Raman,Nordics,Account 138 GmbH,Sweden,Cancom,New Logo,4 - Technical Validation,,2026-03-25
DR-2656,2024-01-20,Lukas Brandt,Tobias Frank,DACH,Old Account 002,Germany,Arrow ECS,New Business,7 - Closed Won,120000,2024-09-30
DR-1742,24 Jul 2025,Stefan Huber,Tobias Frank,EMEA - DACH - Enterprise,Account 142 SpA,Austria,TD Synnex,Competitive Migration,2 - Approved,"EUR 25,000.00",2026-01-10
DR-1567,2025-05-02,Sigrid Halvorsen,Priya Raman,Nordics,Account 367 AB,Finland,TD Synnex,New Business,Rejected - Duplicate,35000,2025-05-28
DR-2294,2026-04-17,Aoife Brennan,Mollie Shaw,Nordics,Account 294 AB,Sweden,Cancom,New Logo,5 - Proposal,71000,2026-05-17
DR-1444,2025-03-18,Yannis Papadakis,Paulo Neves,EMEA - Southern Europe,Account 244 AB,Israel,Ingram Micro,Add-On,0 - Closed Lost,"EUR 138,000.00",2025-09-20
DR-1400,2025-03-01,Sigrid Halvorsen,,EMEA - UKI & Nordics - Commercial,Account 200 SAS,Denmark,SHI EMEA,Upsell,Rejected - Duplicate,56000,2025-09-06
DR-2402,28 May 2026,Sofia Almeida,Chiara Bruno,EMEA - Southern Europe,Account 002 GmbH,France,Northbridge Data,Existing Business - Renewal,2 - Approved,93000,2026-08-31
DR-1499,18/04/2025,Callum Reid,Mollie Shaw,UKI/Nordics,Account 299 SpA,Norway,Ingram Micro,New Business,Expired,185000,2025-07-06
DR-1076,15/09/2024,Lukas Brandt,,dach pod,Account 276 SAS,Germany,SHI EMEA,New Business,Expired,87000,2024-11-19
DR-2054,09 Dec 2025,Lukas Brandt,Tobias Frank,,Account 054 Ltd,Switzerland,Bechtle AG,New Logo,1 - Submitted,"$223,000",2026-01-17
DR-1454,2025-03-25,Jonas Richter,,EMEA - DACH - Enterprise,Account 254 AB,Austria,Cancom,Existing Business - Add-On,0 - Closed Lost,"EUR 232,000.00",2025-08-26
DR-1752,2025-08-10,Aoife Brennan,Mollie Shaw,UKI/Nordics,Account 152 Holdings,United Kingdom,Bechtle AG,Existing Business - Renewal,Rejected - Duplicate,210000,2025-10-30
DR-1153,2024-11-08,Aoife Brennan,Dan Eriksen,UKI & Nordics,Account 353 SpA,Sweden,SHI EMEA,Migration,0 - Closed Lost,"EUR 23,000.00",2025-03-08
DR-2271,2026-03-27,Katharina Vogel,Tobias Frank,DACH,Account 271 Group,Austria,Arrow ECS,Add-On,6 - Negotiation,"$69,000",2026-07-06
DR-1129,2024-10-03,Marco Ferrari,,SEMEA,Account 329 AB,Israel,Bechtle AG,Renewal,Rejected - Duplicate,"EUR 80,000.00",2024-12-12
DR-2000,27/11/2025,Nadia Keller,Tobias Frank,dach pod,Account 000 Group,Germany,TD Synnex,Migration,0 - Closed Lost,68000,2026-05-23
DR-1529,23/04/2025,Nadia Keller,,EMEA - DACH - Enterprise,Account 329 GmbH,Switzerland,Arrow ECS,New Business,0 - Closed Lost,"$136,000",2025-08-22
DR-1312,2025-01-19,Katharina Vogel,,dach pod,Account 112 AB,Germany,TD Synnex,New Business,Rejected - Duplicate,"EUR 166,000.00",2025-04-29
DR-1622,2025-05-16,Lukas Brandt,Lena Wirth,DACH,Account 022 SAS,Switzerland,Cancom,Competitive Migration,Expired,"$173,000",2025-08-21
DR-1561,2025-05-13,Sigrid Halvorsen,Priya Raman,UKI & Nordics,Account 361 SpA,Ireland,SHI EMEA,Migration,7 - Closed Won,,2025-10-26
DR-1709,18 Jul 2025,Callum Reid,Dan Eriksen,UKI & Nordics,Account 109 Ltd,Ireland,Bechtle AG,New Business,0 - Closed Lost,"EUR 102,000.00",2025-12-09
DR-1375,02 Feb 2025,Lukas Brandt,,dach pod,Account 175 Group,Switzerland,TD Synnex,Add-On,0 - Closed Lost,9000,2025-07-29
DR-2199,2026-03-27,Tom Whitfield,Mollie Shaw,Nordics,Account 199 Ltd,Denmark,Cancom,New Logo,4 - Technical Validation,"EUR 109,000.00",2026-10-13
DR-2536,2026-07-23,Callum Reid,Dan Eriksen,EMEA - UKI & Nordics - Commercial,Account 136 AB,United Kingdom,SHI EMEA,New Logo,5 - Proposal,"EUR 185,000.00",2027-01-18
DR-2126,2026-02-24,Tom Whitfield,,Nordics,Account 126 GmbH,Denmark,Econocom,Existing Business - Add-On,2 - Approved,"EUR 9,000.00",2026-06-10
DR-1010,05/09/2024,Sigrid Halvorsen,Priya Raman,EMEA - UKI & Nordics - Commercial,Account 210 SpA,Ireland,Bechtle AG,New Business,0 - Closed Lost,,2025-01-10
DR-1358,24 Feb 2025,Elena Castells,Paulo Neves,Southern Europe,Account 158 SAS,Portugal,Arrow ECS,New Business,0 - Closed Lost,"$187,000",2025-09-07
DR-2602,2026-08-14,Lukas Brandt,,DACH,Account 202 SAS,Switzerland,Bechtle AG,New Logo,5 - Proposal,"EUR 237,000.00",2026-10-23
DR-1383,07 Feb 2025,Katharina Vogel,,DACH,Account 183 AB,Austria,Bechtle AG,Existing Business - Renewal,7 - Closed Won,"EUR 38,000.00",2025-07-19
DR-1503,21/04/2025,Yannis Papadakis,Chiara Bruno,EMEA - Southern Europe,Account 303 Ltd,Italy,Ingram Micro,Renewal,Expired,"EUR 71,000.00",2025-06-03
DR-1602,2025-05-05,Katharina Vogel,,DACH,Account 002 AB,Germany,Computacenter,New Business,0 - Closed Lost,"$79,000",2025-06-02
DR-1175,2024-11-15,Julien Marchand,Chiara Bruno,Southern Europe,Account 375 GmbH,Italy,Northbridge Data,New Business,,"$193,000",2025-05-01
DR-2117,2026-02-23,Sigrid Halvorsen,Mollie Shaw,UKI & Nordics,Account 117 Holdings,United Kingdom,TD Synnex,New Logo,1 - Submitted,92000,2026-05-19
DR-1453,2025-03-28,Lukas Brandt,,DACH,Account 253 GmbH,Germany,TD Synnex,New Business,0 - Closed Lost,"$233,000",2025-06-04
DR-1884,2025-10-14,Tom Whitfield,,UKI & Nordics,Account 284 SAS,Ireland,Bechtle AG,Existing Business - Add-On,0 - Closed Lost,231000,2026-04-14
DR-1226,2024-12-13,Aoife Brennan,Dan Eriksen,EMEA - UKI & Nordics - Commercial,Account 026 Holdings,United Kingdom,Cancom,Add-On,Rejected - Duplicate,"EUR 49,000.00",2025-04-10
DR-1858,2025-09-14,Stefan Huber,,dach pod,Account 258 AB,Germany,Bechtle AG,Existing Business - Renewal,7 - Closed Won,"$32,000",2026-02-16
DR-1785,2025-08-05,Lukas Brandt,Lena Wirth,,Account 185 SAS,Switzerland,Econocom,New Business,7 - Closed Won,156000,2026-01-11
DR-1938,2025-10-16,Lukas Brandt,,,Account 338 AB,Germany,TD Synnex,New Business,0 - Closed Lost,"EUR 148,000.00",2026-02-28
DR-1414,2025-03-23,Niamh O'Connor,,UKI/Nordics,Account 214 SpA,Finland,Arrow ECS,New Business,0 - Closed Lost,,2025-10-01
DR-1178,2024-11-25,Marco Ferrari,Paulo Neves,Southern Europe,Account 378 Holdings,France,Northbridge Data,New Business,7 - Closed Won,"EUR 190,000.00",2025-05-26
DR-2104,2026-01-24,Lukas Brandt,Lena Wirth,EMEA - DACH - Enterprise,Account 104 Group,Switzerland,Computacenter,New Logo,0 - Closed Lost,"$106,000",2026-06-05
DR-1859,2025-09-02,Lukas Brandt,Tobias Frank,dach pod,Account 259 SpA,Austria,Northbridge Data,New Business,0 - Closed Lost,"EUR 128,000.00",2025-12-29
DR-1167,2024-11-02,Tom Whitfield,,EMEA - UKI & Nordics - Commercial,Account 367 AB,United Kingdom,Northbridge Data,New Business,7 - Closed Won,"$105,000",2025-02-01
DR-2390,05 May 2026,Sigrid Halvorsen,,UKI/Nordics,Account 390 SAS,United Kingdom,Northbridge Data,New Logo,Expired,,2026-06-06
DR-1819,2025-09-22,Tom Whitfield,Mollie Shaw,Nordics,Account 219 SAS,Ireland,Softcat,Existing Business - Renewal,Rejected - Duplicate,47000,2026-04-02
DR-1755,2025-08-18,Tom Whitfield,Dan Eriksen,UKI & Nordics,Account 155 GmbH,Sweden,Softcat,Renewal,7 - Closed Won,210000,2026-01-13
DR-2212,2026-03-25,Sigrid Halvorsen,,UKI & Nordics,Account 212 GmbH,Sweden,Bechtle AG,New Logo,4 - Technical Validation,"EUR 150,000.00",2026-06-10
DR-2042,13 Dec 2025,Marco Ferrari,Paulo Neves,Southern Europe,Account 042 Ltd,Spain,Computacenter,New Logo,0 - Closed Lost,,2026-03-11
DR-2624,2025-01-19,Channel Queue,,DACH,Queued Account 010,Germany,Cancom,New Business,1 - Submitted,,
DR-2065,2026-01-26,Sigrid Halvorsen,Dan Eriksen,UKI & Nordics,Account 065 AB,Sweden,Econocom,New Logo,6 - Negotiation,74000,2026-03-18
DR-1778,2025-08-04,Marco Ferrari,,EMEA - Southern Europe,Account 178 Holdings,Greece,TD Synnex,New Business,7 - Closed Won,"EUR 177,000.00",2026-02-03
DR-1212,2024-11-10,Lukas Brandt,Tobias Frank,EMEA - DACH - Enterprise,Account 012 SAS,Austria,Cancom,Existing Business - Add-On,0 - Closed Lost,138000,2025-03-27
DR-2083,2026-01-26,Sigrid Halvorsen,,UKI & Nordics,Account 083 Ltd,Sweden,Arrow ECS,New Logo,7 - Closed Won,71000,2026-02-21
DR-1620,2025-05-27,Nadia Keller,,dach pod,Account 020 SpA,Germany,SHI EMEA,New Business,Rejected - Duplicate,"$16,000",2025-11-19
DR-2382,20 May 2026,Sigrid Halvorsen,,EMEA - UKI & Nordics - Commercial,Account 382 AB,United Kingdom,Econocom,Add-On,3 - Discovery,76000,2026-07-06
DR-2650,2026-06-07,Deal Reg Queue,,DACH,Queued Account 036,Germany,Bechtle AG,New Business,1 - Submitted,,
DR-1082,23/09/2024,Lukas Brandt,,dach pod,Account 282 GmbH,Austria,Bechtle AG,New Business,0 - Closed Lost,99000,2024-12-14
DR-1796,2025-08-20,Katharina Vogel,Lena Wirth,,Account 196 Group,Austria,Bechtle AG,New Business,7 - Closed Won,,2025-10-10
DR-2299,2026-04-11,Aoife Brennan,Mollie Shaw,EMEA - UKI & Nordics - Commercial,Account 299 GmbH,Norway,TD Synnex,New Logo,Rejected - Duplicate,52000,2026-10-28
DR-1196,2024-11-22,Stefan Huber,Tobias Frank,dach pod,Account 396 SAS,Austria,Econocom,New Business,7 - Closed Won,"EUR 200,000.00",2025-02-24
DR-1079,15/09/2024,Lukas Brandt,,DACH,Account 279 AB,Germany,Northbridge Data,Migration,Expired,"$171,000",2024-12-11
DR-2206,2026-03-11,Erik Lindqvist,Dan Eriksen,UKI & Nordics,Account 206 Group,Norway,Computacenter,Existing Business - Add-On,0 - Closed Lost,117000,2026-05-08
DR-1683,2025-06-08,Lukas Brandt,Tobias Frank,EMEA - DACH - Enterprise,Account 083 Ltd,Austria,SHI EMEA,New Business,0 - Closed Lost,"$100,000",2025-08-14
DR-2657,2024-04-05,Lukas Brandt,Tobias Frank,DACH,Old Account 003,Germany,Bechtle AG,New Business,7 - Closed Won,120000,2024-09-30
DR-1591,2025-05-24,Julien Marchand,Paulo Neves,SEMEA,Account 391 AB,Israel,Ingram Micro,New Business,2 - Approved,"EUR 129,000.00",2025-09-26
DR-1828,2025-09-01,Yannis Papadakis,Chiara Bruno,EMEA - Southern Europe,Account 228 GmbH,Italy,Arrow ECS,Migration,Rejected - Duplicate,"$84,000",2025-10-16
DR-2416,18 May 2026,Stefan Huber,Lena Wirth,EMEA - DACH - Enterprise,Account 016 Group,Germany,Bechtle AG,Existing Business - Renewal,5 - Proposal,155000,2026-07-22
DR-1063,15/09/2024,Nadia Keller,Tobias Frank,dach pod,Account 263 SAS,Austria,Bechtle AG,New Business,0 - Closed Lost,172000,2024-12-21
DR-2229,2026-03-24,Aoife Brennan,,EMEA - UKI & Nordics - Commercial,Account 229 AB,Denmark,TD Synnex,Add-On,5 - Proposal,"$30,000",2026-06-17
DR-2400,27 May 2026,Elena Castells,Chiara Bruno,Southern Europe,Account 000 AB,Israel,Cancom,New Logo,,"EUR 163,000.00",2026-10-27
DR-1770,2025-08-21,Aoife Brennan,Mollie Shaw,EMEA - UKI & Nordics - Commercial,Account 170 GmbH,Ireland,Cancom,Add-On,Expired,118000,2025-12-06
DR-1485,05/04/2025,Sigrid Halvorsen,Mollie Shaw,EMEA - UKI & Nordics - Commercial,Account 285 GmbH,Sweden,Cancom,New Business,Expired,"$189,000",2025-06-11
DR-1448,2025-03-25,Elena Castells,Chiara Bruno,SEMEA,Account 248 AB,Portugal,Softcat,Add-On,5 - Proposal,144000,2025-05-21
DR-1939,2025-10-24,Stefan Huber,Lena Wirth,dach pod,Account 339 AB,Switzerland,Computacenter,Existing Business - Add-On,1 - Submitted,"$96,000",2025-11-26
DR-2413,04 May 2026,Katharina Vogel,,DACH,Account 013 Holdings,Germany,TD Synnex,Competitive Migration,4 - Technical Validation,"EUR 109,000.00",2026-07-08
DR-2164,2026-02-08,Julien Marchand,,EMEA - Other,Account 164 SpA,France,Northbridge Data,Renewal,,20000,2026-07-14
DR-2002,26/11/2025,Stefan Huber,Tobias Frank,EMEA - DACH - Enterprise,Account 002 Ltd,Austria,Econocom,Existing Business - Add-On,Rejected - Duplicate,"EUR 200,000.00",2026-02-13
DR-2639,2026-07-01,Deal Reg Queue,,Southern Europe,Queued Account 025,Germany,Ingram Micro,New Business,1 - Submitted,,
DR-1220,2024-12-19,Tom Whitfield,Priya Raman,UKI & Nordics,Account 020 AB,Denmark,Cancom,New Business,7 - Closed Won,"$210,000",2025-06-25
DR-1316,2025-01-20,Katharina Vogel,Tobias Frank,,Account 116 GmbH,Germany,Ingram Micro,Upsell,0 - Closed Lost,"$139,000",2025-06-02
DR-2140,2026-02-15,Erik Lindqvist,,UKI & Nordics,Account 140 Ltd,Denmark,Econocom,New Logo,4 - Technical Validation,230000,2026-07-21
DR-1211,2024-11-16,Lukas Brandt,Tobias Frank,dach pod,Account 011 Group,Germany,Cancom,New Business,6 - Negotiation,85000,2025-02-27
DR-2016,08 Dec 2025,Callum Reid,,Nordics,Account 016 AB,Ireland,SHI EMEA,Renewal,0 - Closed Lost,214000,2026-02-16
DR-1966,21/11/2025,Erik Lindqvist,Priya Raman,Nordics,Account 366 Holdings,Sweden,Computacenter,New Logo,7 - Closed Won,"$230,000",2026-04-11
DR-1512,23/04/2025,Marco Ferrari,Chiara Bruno,SEMEA,Account 312 Group,France,Computacenter,New Business,7 - Closed Won,18000,2025-08-12
DR-1781,2025-08-04,Julien Marchand,Paulo Neves,,Account 181 Group,Greece,SHI EMEA,Existing Business - Renewal,Rejected - Duplicate,"EUR 107,000.00",2026-01-13
DR-2244,2026-03-15,Sofia Almeida,Chiara Bruno,Southern Europe,Account 244 Holdings,Spain,TD Synnex,New Logo,1 - Submitted,"EUR 89,000.00",2026-06-14
DR-1340,21 Feb 2025,Aoife Brennan,Priya Raman,Nordics,Account 140 Ltd,Sweden,Econocom,Upsell,0 - Closed Lost,"$130,000",2025-08-24
DR-1356,18 Feb 2025,Tom Whitfield,Mollie Shaw,EMEA - UKI & Nordics - Commercial,Account 156 Ltd,Finland,Cancom,Add-On,,"EUR 221,000.00",2025-09-03
DR-1566,2025-05-19,Niamh O'Connor,,EMEA - UKI & Nordics - Commercial,Account 366 SpA,United Kingdom,Arrow ECS,New Business,Expired,"EUR 168,000.00",2025-10-10
DR-2055,07 Dec 2025,Lukas Brandt,,EMEA - DACH - Enterprise,Account 055 Group,Germany,TD Synnex,New Logo,6 - Negotiation,"EUR 110,000.00",2026-05-03
DR-1361,20 Feb 2025,Yannis Papadakis,,EMEA - Southern Europe,Account 161 Ltd,Italy,Ingram Micro,New Business,0 - Closed Lost,"EUR 29,000.00",2025-08-22
DR-2579,2026-08-15,Sigrid Halvorsen,Mollie Shaw,EMEA - UKI & Nordics - Commercial,Account 179 Ltd,Ireland,SHI EMEA,New Logo,4 - Technical Validation,167000,2027-01-27
DR-1606,2025-05-16,Lukas Brandt,,DACH,Account 006 SpA,Austria,Northbridge Data,Upsell,0 - Closed Lost,87000,2025-09-01
DR-2315,2026-04-12,Sofia Almeida,Paulo Neves,Southern Europe,Account 315 Ltd,Portugal,Northbridge Data,Renewal,5 - Proposal,"EUR 220,000.00",2026-07-18
DR-2124,2026-02-26,Aoife Brennan,Priya Raman,Nordics,Account 124 Holdings,Ireland,SHI EMEA,New Logo,0 - Closed Lost,"EUR 115,000.00",2026-05-27
DR-1205,2024-11-08,Lukas Brandt,,EMEA - DACH - Enterprise,Account 005 SpA,Austria,Cancom,Renewal,Rejected - Duplicate,"$67,000",2025-05-14
DR-1355,05 Feb 2025,Tom Whitfield,,Nordics,Account 155 Group,Sweden,Cancom,Existing Business - Add-On,0 - Closed Lost,"$51,000",2025-03-27
DR-1525,21/04/2025,Katharina Vogel,Lena Wirth,DACH,Account 325 AB,Germany,Softcat,New Business,,"$164,000",2025-08-26
DR-1350,24 Feb 2025,Sigrid Halvorsen,Mollie Shaw,UKI/Nordics,Account 150 GmbH,Norway,SHI EMEA,New Business,0 - Closed Lost,235000,2025-08-29
DR-2029,20 Dec 2025,Sigrid Halvorsen,Priya Raman,EMEA - UKI & Nordics - Commercial,Account 029 AB,Ireland,Northbridge Data,Upsell,0 - Closed Lost,"EUR 153,000.00",2026-06-22
DR-2092,2026-01-06,Elena Castells,,EMEA - Southern Europe,Account 092 GmbH,France,Econocom,Existing Business - Renewal,6 - Negotiation,"$42,000",2026-06-26
DR-1911,2025-10-23,Elena Castells,,EMEA - Other,Account 311 SpA,Spain,Computacenter,Add-On,0 - Closed Lost,"$60,000",2026-03-23
DR-2479,05/06/2026,Sigrid Halvorsen,Priya Raman,UKI/Nordics,Account 079 AB,Denmark,Northbridge Data,New Logo,6 - Negotiation,"$104,000",2026-12-20
DR-1621,2025-05-21,Katharina Vogel,,DACH,Account 021 SpA,Switzerland,Econocom,New Business,Rejected - Duplicate,"$48,000",2025-07-12
DR-2119,2026-02-04,Sigrid Halvorsen,Dan Eriksen,EMEA - UKI & Nordics - Commercial,Account 119 Holdings,United Kingdom,Econocom,Renewal,2 - Approved,228000,2026-05-29
DR-2446,20/06/2026,Sigrid Halvorsen,Priya Raman,Nordics,Account 046 Holdings,Norway,SHI EMEA,Existing Business - Renewal,5 - Proposal,211000,2026-11-07
DR-1346,25 Feb 2025,Niamh O'Connor,,UKI & Nordics,Account 146 Holdings,Denmark,Softcat,Competitive Migration,7 - Closed Won,"$126,000",2025-08-28
DR-1427,2025-03-17,Yannis Papadakis,Chiara Bruno,Southern Europe,Account 227 SAS,Greece,SHI EMEA,New Business,6 - Negotiation,99000,2025-07-02
DR-1486,06/04/2025,Callum Reid,,UKI & Nordics,Account 286 Group,Ireland,Cancom,Competitive Migration,Rejected - Duplicate,"$39,000",2025-05-25
DR-1908,2025-10-26,Sofia Almeida,,Iberia,Account 308 Holdings,Spain,SHI EMEA,Upsell,Rejected - Duplicate,"$203,000",2026-05-08
DR-1868,2025-09-28,Katharina Vogel,,EMEA - DACH - Enterprise,Account 268 Group,Switzerland,Ingram Micro,Upsell,7 - Closed Won,89000,2025-11-02
DR-1018,12/09/2024,Aoife Brennan,Mollie Shaw,UKI & Nordics,Account 218 GmbH,Norway,Computacenter,Existing Business - Add-On,2 - Approved,206000,2024-10-07
DR-2556,2026-07-01,Lukas Brandt,,,Account 156 Holdings,Austria,Bechtle AG,New Logo,4 - Technical Validation,"EUR 166,000.00",2026-12-22
DR-1968,14/11/2025,Tom Whitfield,Dan Eriksen,UKI/Nordics,Account 368 SpA,Ireland,TD Synnex,Upsell,Expired,210000,2025-12-23
DR-2588,2026-08-20,Marco Ferrari,Chiara Bruno,SEMEA,Account 188 Holdings,France,Econocom,Renewal,5 - Proposal,"EUR 152,000.00",2026-11-28
DR-1790,2025-08-09,Lukas Brandt,Lena Wirth,dach pod,Account 190 Group,Austria,Northbridge Data,Upsell,0 - Closed Lost,27000,2025-10-22
DR-2414,07 May 2026,Lukas Brandt,Lena Wirth,EMEA - DACH - Enterprise,Account 014 Holdings,Germany,Northbridge Data,Add-On,5 - Proposal,"EUR 96,000.00",2026-11-09
DR-2266,2026-03-14,Stefan Huber,,EMEA - DACH - Enterprise,Account 266 Group,Germany,Northbridge Data,Upsell,5 - Proposal,"EUR 92,000.00",2026-06-07
DR-2469,12/06/2026,Callum Reid,Priya Raman,Nordics,Account 069 Ltd,Norway,TD Synnex,New Logo,7 - Closed Won,189000,2026-08-27
DR-2095,2026-01-01,Julien Marchand,Paulo Neves,Southern Europe,Account 095 Holdings,Italy,Cancom,Existing Business - Renewal,5 - Proposal,"EUR 90,000.00",2026-05-28
